GPT3_token,GPT3,sentence_id,sent,sent_index
 that,2.0151217,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,5
 her,4.7178745,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,6
 mother,2.8542578,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,7
 heard,9.195201,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,8
 the,1.6695647,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,9
 newspaper,10.119935,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,10
 reported,7.2275953,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,11
 the,2.060995,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,12
 mayor,8.20763,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,13
 said,5.402221,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,14
 the,2.6530564,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,15
 young,5.906913,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,16
 woman,2.0180228,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,17
 bought,8.814842,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,18
 a,1.3811623,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,19
 gift,6.025738,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,20
 for,0.4932347,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,21
 her,0.7791145,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,22
 parents,4.165346,475,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents,23
My,-0,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,1
 friend,4.2515316,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,2
 knows,6.8553324,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,3
 what,2.945706,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,4
 the,4.2829103,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,5
 judge,8.084654,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,6
 thought,5.9596004,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,7
 the,5.1489367,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,8
 cop,8.4980135,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,9
 said,2.513893,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,10
 the,5.7711973,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,11
 man,4.424972,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,12
 testified,9.3863945,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,13
 the,2.8046067,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,14
 successful,15.063485,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,15
 architect,7.8585978,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,16
 handed,8.684178,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,17
 for,8.533718,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,18
 her,4.439359,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,19
 mother,6.0441895,476,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother,20
My,-0,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,1
 friend,4.2510047,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,2
 knows,6.86399,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,3
 that,2.8702457,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,4
 the,3.5285301,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,5
 judge,7.9623175,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,6
 thought,7.346988,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,7
 the,2.2875786,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,8
 cop,7.170391,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,9
 said,7.8835273,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,10
 the,2.8598635,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,11
 man,4.466603,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,12
 testified,10.569082,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,13
 the,3.1920357,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,14
 successful,15.238868,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,15
 architect,9.9375105,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,16
 handed,7.4781404,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,17
 for,10.366777,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,18
 her,4.763003,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,19
 mother,6.783554,477,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother,20
My,-0,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,1
 friend,4.2515583,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,2
 knows,6.8579125,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,3
 what,2.9440234,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,4
 the,4.283317,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,5
 judge,8.0831175,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,6
 thought,5.954125,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,7
 the,5.1496778,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,8
 cop,8.517514,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,9
 said,2.495435,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,10
 the,5.7698975,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,11
 man,4.445299,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,12
 testified,9.39033,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,13
 the,2.8233747,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,14
 successful,14.955456,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,15
 architect,7.8781204,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,16
 handed,8.651297,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,17
 an,6.3187814,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,18
 award,6.350391,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,19
 for,2.4429185,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,20
 her,4.5103364,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,21
 mother,5.7956047,478,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother,22
My,-0,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,1
 friend,4.2518034,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,2
 knows,6.862549,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,3
 that,2.8638852,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,4
 the,3.5276966,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,5
 judge,7.936392,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,6
 thought,7.3512573,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,7
 the,2.2956944,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,8
 cop,7.1520557,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,9
 said,7.821507,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,10
 the,2.858157,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,11
 man,4.4588265,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,12
 testified,10.553262,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,13
 the,3.163288,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,14
 successful,15.235699,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,15
 architect,9.918247,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,16
 handed,7.478641,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,17
 an,7.1140976,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,18
 award,6.4016423,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,19
 for,2.8176494,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,20
 her,5.4376636,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,21
 mother,5.786874,479,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother,22
The,-0,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,1
 commissioner,10.293268,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,2
 discovered,9.491798,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,3
 what,4.529375,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,4
 the,2.2778869,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,5
 report,6.526469,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,6
 stated,5.261476,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,7
 the,4.169425,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,8
 television,9.676629,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,9
 host,4.858739,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,10
 thought,6.608355,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,11
 the,3.4890118,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,12
 man,4.5088563,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,13
 reported,7.2949843,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,14
 the,3.7586055,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,15
 police,4.8529954,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,16
 detective,6.656514,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,17
 lent,12.099886,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,18
 to,3.354217,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,19
 the,1.7499868,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,20
 man,3.0944896,480,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man,21
The,-0,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,1
 commissioner,10.293619,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,2
 discovered,9.483489,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,3
 that,1.07254,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,4
 the,1.3367683,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,5
 report,6.625435,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,6
 stated,6.4926825,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,7
 the,2.2508953,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,8
 television,9.56822,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,9
 host,5.336108,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,10
 thought,8.034378,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,11
 the,1.1655654,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,12
 man,3.9326444,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,13
 reported,9.473587,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,14
 the,1.6273203,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,15
 police,6.777629,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,16
 detective,8.485349,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,17
 lent,13.208598,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,18
 to,4.6862435,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,19
 the,1.8752944,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,20
 man,4.102647,481,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man,21
The,-0,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,1
 commissioner,10.293731,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,2
 discovered,9.485656,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,3
 what,4.530053,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,4
 the,2.278987,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,5
 report,6.527774,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,6
 stated,5.2596188,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,7
 the,4.1776834,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,8
 television,9.684466,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,9
 host,4.8604403,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,10
 thought,6.6048822,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,11
 the,3.481461,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,12
 man,4.4893956,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,13
 reported,7.2639046,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,14
 the,3.763442,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,15
 police,4.8297677,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,16
 detective,6.655304,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,17
 lent,12.109191,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,18
 some,5.700791,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,19
 money,2.0699239,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,20
 to,0.6845762,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,21
 the,1.823592,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,22
 man,2.618408,482,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man,23
The,-0,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,1
 commissioner,10.293492,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,2
 discovered,9.493088,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,3
 that,1.0741075,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,4
 the,1.3368917,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,5
 report,6.629677,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,6
 stated,6.4824834,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,7
 the,2.248734,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,8
 television,9.569352,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,9
 host,5.345037,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,10
 thought,8.032859,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,11
 the,1.1634551,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,12
 man,3.9355493,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,13
 reported,9.50371,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,14
 the,1.6240036,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,15
 police,6.758131,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,16
 detective,8.506106,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,17
 lent,13.23716,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,18
 some,5.808652,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,19
 money,2.0923285,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,20
 to,0.46431002,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,21
 the,1.4690515,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,22
 man,2.294265,483,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man,23
We,-0,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,1
 all,5.2248564,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,2
 know,1.5339767,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,3
 what,2.615206,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,4
 the,2.4768083,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,5
 accountant,13.464521,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,6
 said,2.921874,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,7
 his,8.8818655,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,8
 colleague,8.973425,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,9
 recalled,10.41131,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,10
 the,2.74789,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,11
 partners,6.6987243,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,12
 knew,7.492916,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,13
 the,2.8201249,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,14
 investor,7.229944,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,15
 repaid,10.739746,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,16
 to,5.2073383,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,17
 the,1.4707733,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,18
 criminal,9.889761,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,19
 king,8.216778,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,20
pin,0.1357973,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,21
 .,7.0927405,484,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .,22
We,-0,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,1
 all,5.2241936,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,2
 know,1.5347803,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,3
 that,1.0549304,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,4
 the,1.9945719,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,5
 accountant,13.269699,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,6
 said,6.4487147,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,7
 his,5.8156624,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,8
 colleague,8.133023,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,9
 recalled,10.635373,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,10
 the,2.209099,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,11
 partners,9.164814,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,12
 knew,6.6869493,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,13
 the,2.5196044,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,14
 investor,7.1709013,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,15
 repaid,10.866969,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,16
 to,6.1348352,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,17
 the,1.3513534,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,18
 criminal,11.018259,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,19
 king,8.951062,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,20
pin,0.13498498,485,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin,21
We,-0,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,1
 all,5.2247972,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,2
 know,1.5354892,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,3
 what,2.614268,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,4
 the,2.478259,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,5
 accountant,13.450534,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,6
 said,2.930941,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,7
 his,8.870549,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,8
 colleague,8.9597025,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,9
 recalled,10.387802,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,10
 the,2.7221165,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,11
 partners,6.656001,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,12
 knew,7.5000772,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,13
 the,2.8263736,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,14
 investor,7.220522,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,15
 repaid,10.737032,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,16
 his,3.085487,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,17
 debt,2.565663,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,18
 to,2.0139668,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,19
 the,0.6802697,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,20
 criminal,9.290761,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,21
 king,8.388846,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,22
pin,0.076357365,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,23
 .,7.0876555,486,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .,24
We,-0,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,1
 all,5.224296,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,2
 know,1.5357146,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,3
 that,1.052736,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,4
 the,1.9959692,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,5
 accountant,13.267087,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,6
 said,6.441893,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,7
 his,5.804055,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,8
 colleague,8.134546,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,9
 recalled,10.638664,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,10
 the,2.2155755,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,11
 partners,9.182924,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,12
 knew,6.717879,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,13
 the,2.51572,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,14
 investor,7.1734767,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,15
 repaid,10.870094,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,16
 his,3.2022774,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,17
 debt,2.6158936,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,18
 to,2.1268616,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,19
 the,0.9280389,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,20
 criminal,10.584533,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,21
 king,8.980564,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,22
pin,0.050692704,487,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin,23
I,-0,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,1
 know,4.2628217,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,2
 what,2.790234,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,3
 the,3.6310115,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,4
 secretary,9.59673,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,5
 said,2.663108,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,6
 the,5.1983247,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,7
 journalist,12.186325,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,8
 remarked,9.031523,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,9
 that,3.7422886,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,10
 the,1.838791,488,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers,11
