token	logprob	sentence_id
		
 woman	-5.3539495	379
		
 to	-0.84203005	379
		
 her	-3.1709237	379
		
 friend	-2.4171317	379
		
.	-1.0006187	379
		
The		380
		
 assistant	-9.521402	380
		
 told	-5.426493	380
		
 me	-1.3526938	380
		
 what	-5.3807626	380
		
 the	-2.7415905	380
		
 man	-4.327034	380
		
 knew	-7.3373637	380
		
 his	-8.494501	380
		
 friend	-4.4117846	380
		
 recalled	-11.6775675	380
		
 the	-3.7438436	380
		
 pilot	-8.198038	380
		
 sent	-9.415442	380
		
 to	-2.8434935	380
		
 his	-3.8103015	380
		
 family	-2.32831	380
		
.	-1.5249182	380
		
The		381
		
 assistant	-9.520994	381
		
 told	-5.4399385	381
		
 me	-1.3537275	381
		
 that	-0.96414423	381
		
 the	-1.7483639	381
		
 man	-4.8260884	381
		
 knew	-6.1180787	381
		
 his	-3.3093438	381
		
 friend	-5.817672	381
		
 recalled	-13.813674	381
		
 the	-1.3087212	381
		
 pilot	-9.787133	381
		
 sent	-12.002294	381
		
 to	-1.2212002	381
		
 his	-4.4604597	381
		
 family	-3.71308	381
		
.	-1.8706746	381
		
The		382
		
 assistant	-9.521231	382
		
 told	-5.43609	382
		
 me	-1.352364	382
		
 what	-5.3727994	382
		
 the	-2.7453048	382
		
 man	-4.3293743	382
		
 knew	-7.339324	382
		
 his	-8.495202	382
		
 friend	-4.399657	382
		
 recalled	-11.687939	382
		
 the	-3.7294042	382
		
 pilot	-8.185862	382
		
 sent	-9.373649	382
		
 the	-2.4215627	382
		
 package	-7.062817	382
		
 to	-1.5588101	382
		
 his	-2.1252174	382
		
 family	-2.9198961	382
		
.	-1.6650691	382
		
The		383
		
 assistant	-9.521351	383
		
 told	-5.4327273	383
		
 me	-1.3421158	383
		
 that	-0.9617343	383
		
 the	-1.7474777	383
		
 man	-4.8302865	383
		
 knew	-6.115178	383
		
 his	-3.3170645	383
		
 friend	-5.814769	383
		
 recalled	-13.784312	383
		
 the	-1.3141967	383
		
 pilot	-9.789739	383
		
 sent	-11.9815	383
		
 the	-2.6629744	383
		
 package	-5.1596527	383
		
 to	-1.7065034	383
		
 his	-2.398866	383
		
 family	-3.412948	383
		
.	-1.3763393	383
		
We		384
		
 discovered	-7.5447526	384
		
 what	-5.378659	384
		
 the	-2.6924574	384
		
 delivery	-10.090162	384
		
 boy	-4.0600886	384
		
 remarked	-10.820397	384
		
 that	-4.6615553	384
		
 the	-1.9751313	384
		
 worker	-9.240757	384
		
 said	-3.7965508	384
		
 the	-3.58703	384
		
 funny	-10.182963	384
		
 actor	-10.373477	384
		
 told	-6.212964	384
		
 about	-7.0174074	384
		
 the	-1.2709365	384
		
 woman	-5.152446	384
		
.	-2.625098	384
		
We		385
		
 discovered	-7.544359	385
		
 that	-0.998022	385
		
 the	-1.523028	385
		
 delivery	-9.04206	385
		
 boy	-4.394197	385
		
 remarked	-13.189967	385
		
 that	-1.5666922	385
		
 the	-1.2673231	385
		
 worker	-8.411099	385
		
 said	-4.8273807	385
		
 the	-2.5270553	385
		
 funny	-10.167273	385
		
 actor	-10.000813	385
		
 told	-6.0159335	385
		
 about	-7.5635576	385
		
 the	-1.3621927	385
		
 woman	-5.43662	385
		
.	-3.1340463	385
		
We		386
		
 discovered	-7.5441194	386
		
 what	-5.3799686	386
		
 the	-2.6921813	386
		
 delivery	-10.090751	386
		
 boy	-4.0745325	386
		
 remarked	-10.798958	386
		
 that	-4.6413927	386
		
 the	-1.9717646	386
		
 worker	-9.251364	386
		
 said	-3.786531	386
		
 the	-3.6066654	386
		
 funny	-10.195758	386
		
 actor	-10.384194	386
		
 told	-6.2166395	386
		
 a	-5.634911	386
		
 story	-3.2238576	386
		
 about	-0.98331684	386
		
 the	-2.1135337	386
		
 woman	-5.227702	386
		
.	-3.0832224	386
		
We		387
		
 discovered	-7.544318	387
		
 that	-0.9980486	387
		
 the	-1.523268	387
		
 delivery	-9.041732	387
		
 boy	-4.3868084	387
		
 remarked	-13.17076	387
		
 that	-1.5740705	387
		
 the	-1.263832	387
		
 worker	-8.416024	387
		
 said	-4.848551	387
		
 the	-2.5289865	387
		
 funny	-10.187584	387
		
 actor	-9.98901	387
		
 told	-6.018954	387
		
 a	-4.6013923	387
		
 story	-3.4014275	387
		
 about	-0.87789834	387
		
 the	-2.2116263	387
		
 woman	-5.093657	387
		
.	-2.9115987	387
		
The		388
		
 neighbors	-10.545504	388
		
 found	-6.081426	388
		
 out	-2.1202705	388
		
 what	-2.4552908	388
		
 her	-5.8090415	388
		
 mother	-2.9904678	388
		
 heard	-9.474248	388
		
 the	-3.9872277	388
		
 newspaper	-9.69526	388
		
 reported	-4.3316164	388
		
 the	-2.983311	388
		
 young	-5.584028	388
		
 woman	-1.2421972	388
		
 bought	-8.245904	388
		
 for	-5.01927	388
		
 her	-1.5166794	388
		
 parents	-4.8411384	388
		
.	-1.6121995	388
		
The		389
		
 neighbors	-10.545104	389
		
 found	-6.076452	389
		
 out	-2.1201935	389
		
 that	-2.0167928	389
		
 her	-4.7283854	389
		
 mother	-2.8516686	389
		
 heard	-9.183841	389
		
 the	-1.6722152	389
		
 newspaper	-10.105159	389
		
 reported	-7.235918	389
		
 the	-2.0659685	389
		
 young	-5.726985	389
		
 woman	-1.6406446	389
		
 bought	-9.573336	389
		
 for	-6.7520056	389
		
 her	-2.573686	389
		
 parents	-4.1631126	389
		
.	-2.097473	389
		
The		390
		
 neighbors	-10.5453205	390
		
 found	-6.075502	390
		
 out	-2.119662	390
		
 what	-2.4582546	390
		
 her	-5.814863	390
		
 mother	-2.9911573	390
		
 heard	-9.473289	390
		
 the	-3.9935837	390
		
 newspaper	-9.670152	390
		
 reported	-4.313623	390
		
 the	-2.9789832	390
		
 young	-5.5949035	390
		
 woman	-1.2429315	390
		
 bought	-8.239955	390
		
 a	-1.0888891	390
		
 gift	-6.0038075	390
		
 for	-0.5733971	390
		
 her	-0.5341448	390
		
 parents	-4.1814775	390
		
.	-1.7220365	390
		
The		391
		
 neighbors	-10.545254	391
		
 found	-6.077232	391
		
 out	-2.1204672	391
		
 that	-2.0176158	391
		
 her	-4.714843	391
		
 mother	-2.8575406	391
		
 heard	-9.192992	391
		
 the	-1.6698533	391
		
 newspaper	-10.11552	391
		
 reported	-7.23449	391
		
 the	-2.0639286	391
		
 young	-5.737348	391
		
 woman	-1.6308537	391
		
 bought	-9.559939	391
		
 a	-0.7615399	391
		
 gift	-5.983005	391
		
 for	-0.58137876	391
		
 her	-0.5018067	391
		
 parents	-3.5881212	391
		
.	-1.2239364	391
		
My		392
		
 friend	-4.251994	392
		
 knows	-6.862016	392
		
 what	-2.9455526	392
		
 the	-4.291479	392
		
 judge	-8.090294	392
		
 thought	-5.9609523	392
		
 the	-5.1477394	392
		
 cop	-8.492093	392
		
 said	-2.510455	392
		
 the	-5.774459	392
		
 successful	-15.349478	392
		
 architect	-9.582876	392
		
 handed	-8.703586	392
		
 for	-8.989227	392
		
 her	-4.081043	392
		
 mother	-7.23948	392
		
.	-1.3193222	392
		
My		393
		
 friend	-4.251876	393
		
 knows	-6.8614993	393
		
 that	-2.864834	393
		
 the	-3.5210087	393
		
 judge	-7.955917	393
		
 thought	-7.343424	393
		
 the	-2.2872374	393
		
 cop	-7.1741	393
		
 said	-7.8698344	393
		
 the	-2.8620796	393
		
 successful	-15.265304	393
		
 architect	-9.723263	393
		
 handed	-8.549737	393
		
 for	-10.196432	393
		
 her	-4.18139	393
		
 mother	-6.3671885	393
		
.	-1.5095801	393
		
My		394
		
 friend	-4.252	394
		
 knows	-6.8612666	394
		
 what	-2.943647	394
		
 the	-4.2865896	394
		
 judge	-8.089756	394
		
 thought	-5.9696302	394
		
 the	-5.14066	394
		
 cop	-8.510897	394
		
 said	-2.4898474	394
		
 the	-5.7689133	394
		
 successful	-15.341823	394
		
 architect	-9.600679	394
		
 handed	-8.73318	394
		
 an	-7.6896296	394
		
 award	-7.0119696	394
		
 for	-1.9770439	394
		
 her	-4.512882	394
		
 mother	-7.3729663	394
		
.	-1.8981496	394
		
My		395
		
 friend	-4.2512074	395
		
 knows	-6.861977	395
		
 that	-2.8679862	395
		
 the	-3.5264637	395
		
 judge	-7.945275	395
		
 thought	-7.353157	395
		
 the	-2.2854648	395
		
 cop	-7.146615	395
		
 said	-7.8263927	395
		
 the	-2.8589277	395
		
 successful	-15.277168	395
		
 architect	-9.722097	395
		
 handed	-8.567972	395
		
 an	-5.986631	395
		
 award	-6.728781	395
		
 for	-2.911475	395
		
 her	-4.8074465	395
		
 mother	-6.2066407	395
		
.	-1.5965003	395
		
The		396
		
 commissioner	-10.293643	396
		
 discovered	-9.489105	396
		
 what	-4.5309997	396
		
 the	-2.2799785	396
		
 report	-6.527794	396
		
 stated	-5.264458	396
		
 the	-4.1670794	396
		
 television	-9.670329	396
		
 host	-4.8515534	396
		
 thought	-6.611573	396
		
 the	-3.4958012	396
		
 police	-4.8506594	396
		
 detective	-7.151193	396
		
 lent	-12.949453	396
		
 to	-2.17191	396
		
 the	-1.5374846	396
		
 man	-4.635048	396
		
.	-1.8597937	396
		
The		397
		
 commissioner	-10.29377	397
		
 discovered	-9.489609	397
		
 that	-1.072764	397
		
 the	-1.3382365	397
		
 report	-6.620893	397
		
 stated	-6.4843287	397
		
 the	-2.246962	397
		
 television	-9.589217	397
		
 host	-5.3527193	397
		
 thought	-8.048109	397
		
 the	-1.1651208	397
		
 police	-4.5174885	397
		
 detective	-7.554366	397
		
 lent	-12.825742	397
		
 to	-5.223014	397
		
 the	-1.471883	397
		
 man	-6.7266498	397
		
.	-3.6962147	397
		
The		398
		
 commissioner	-10.293158	398
		
 discovered	-9.492474	398
		
 what	-4.52385	398
		
 the	-2.278475	398
		
 report	-6.529827	398
		
 stated	-5.2611346	398
		
 the	-4.181591	398
		
 television	-9.655887	398
		
 host	-4.8909636	398
		
 thought	-6.607616	398
		
 the	-3.5035472	398
		
 police	-4.8460927	398
		
 detective	-7.1543827	398
		
 lent	-12.865247	398
		
 some	-5.701709	398
		
 money	-4.229742	398
		
 to	-0.7025768	398
		
 the	-1.7387164	398
		
 man	-3.7877195	398
		
.	-1.8089023	398
		
The		399
		
 commissioner	-10.293541	399
		
 discovered	-9.479576	399
		
 that	-1.0772588	399
		
 the	-1.3391516	399
		
 report	-6.626145	399
		
 stated	-6.475383	399
		
 the	-2.2540877	399
		
 television	-9.570697	399
		
 host	-5.34905	399
		
 thought	-8.0487795	399
		
 the	-1.1637926	399
		
 police	-4.5183887	399
		
 detective	-7.552672	399
		
 lent	-12.82796	399
		
 some	-4.4098363	399
		
 money	-6.0763006	399
		
 to	-0.32024541	399
		
 the	-1.2607828	399
		
 man	-3.4948106	399
		
.	-2.1180756	399
		
We		400
		
 all	-5.224293	400
		
 know	-1.5349187	400
		
 what	-2.611923	400
		
 the	-2.4776251	400
		
 accountant	-13.462964	400
		
 said	-2.9252763	400
		
 his	-8.880674	400
		
 colleague	-8.958629	400
		
 recalled	-10.418936	400
		
 the	-2.7391949	400
		
 investor	-7.18832	400
		
 repaid	-15.058431	400
		
 to	-3.432805	400
		
 the	-1.2755039	400
		
 criminal	-9.710567	400
		
 king	-7.0481434	400
		
pin	-0.053980507	400
		
 .	-7.0729427	400
		
We		401
		
 all	-5.225325	401
		
 know	-1.5345708	401
		
 that	-1.0558491	401
		
 the	-1.9955422	401
		
 accountant	-13.270934	401
		
 said	-6.452235	401
		
 his	-5.801622	401
		
 colleague	-8.132476	401
		
 recalled	-10.634294	401
		
 the	-2.2114136	401
		
 investor	-8.662358	401
		
 repaid	-10.781692	401
		
 to	-6.991416	401
		
 the	-1.2210715	401
		
 criminal	-11.331494	401
		
 king	-9.078779	401
		
pin	-0.08252135	401
		
.	-2.429354	401
		
We		402
		
 all	-5.2249665	402
		
 know	-1.5334228	402
		
 what	-2.6145525	402
		
 the	-2.4799643	402
		
 accountant	-13.458578	402
		
 said	-2.9123008	402
		
 his	-8.871908	402
		
 colleague	-8.922428	402
		
 recalled	-10.431129	402
		
 the	-2.7241518	402
		
 investor	-7.179348	402
		
 repaid	-15.09545	402
		
 his	-3.06685	402
		
 debt	-2.223404	402
		
 to	-1.8172797	402
		
 the	-0.7330292	402
		
 criminal	-7.7615542	402
		
 king	-6.8116446	402
		
pin	-0.02751123	402
		
 .	-7.086281	402
		
We		403
		
 all	-5.2248163	403
		
 know	-1.5355935	403
		
 that	-1.0543549	403
		
 the	-1.9952633	403
		
 accountant	-13.271964	403
		
 said	-6.4520416	403
		
 his	-5.804151	403
		
 colleague	-8.133706	403
		
 recalled	-10.629788	403
		
 the	-2.2140565	403
		
 investor	-8.665995	403
		
 repaid	-10.79327	403
		
 his	-2.7983913	403
		
 debt	-2.326102	403
		
 to	-2.0356348	403
		
 the	-1.0699846	403
		
 criminal	-9.38355	403
		
 king	-7.6673775	403
		
pin	-0.026390979	403
		
.	-1.5033622	403
		
I		404
		
 know	-4.2627506	404
		
 what	-2.7901008	404
		
 the	-3.6287043	404
		
 secretary	-9.596254	404
		
 said	-2.6608334	404
		
 the	-5.192494	404
		
 journalist	-12.177167	404
		
 remarked	-9.01289	404
		
 the	-5.0053663	404
		
 business	-7.1413393	404
		
 man	-1.9278018	404
		
 promised	-11.78861	404
		
 to	-2.7169664	404
		
 the	-3.1090071	404
		
 factory	-7.026388	404
		
 workers	-2.90457	404
		
.	-1.6270149	404
		
I		405
		
 know	-4.262573	405
		
 that	-2.3925421	405
		
 the	-2.9349012	405
		
 secretary	-8.691233	405
		
 said	-5.0597725	405
		
 the	-3.483588	405
		
 journalist	-10.024002	405
		
 remarked	-11.818689	405
		
 the	-4.289022	405
		
 business	-8.267155	405
		
 man	-4.7382674	405
		
 promised	-9.088313	405
		
 to	-0.698369	405
		
 the	-6.9586363	405
		
 factory	-8.698797	405
		
 workers	-3.1374662	405
		
.	-2.9380653	405
		
I		406
		
 know	-4.2627473	406
		
 what	-2.7888088	406
		
 the	-3.6355145	406
		
 secretary	-9.588937	406
		
 said	-2.667146	406
		
 the	-5.1790476	406
		
 journalist	-12.1865225	406
		
 remarked	-9.024769	406
		
 the	-5.002831	406
		
 business	-7.1645255	406
		
 man	-1.9389937	406
		
 promised	-11.790123	406
		
 a	-4.9543962	406
		
 raise	-6.403331	406
		
 to	-1.4611807	406
		
 the	-0.8951952	406
		
 factory	-5.3079576	406
		
 workers	-1.2511564	406
		
.	-1.4588443	406
		
I		407
		
 know	-4.262961	407
		
 that	-2.3907754	407
		
 the	-2.9338982	407
		
 secretary	-8.690249	407
		
 said	-5.0687385	407
		
 the	-3.4861736	407
		
 journalist	-10.025787	407
		
 remarked	-11.829116	407
		
 the	-4.2961454	407
		
 business	-8.289261	407
		
 man	-4.7515054	407
		
 promised	-9.092623	407
		
 a	-3.242219	407
		
 raise	-6.128887	407
		
 to	-2.1577744	407
		
 the	-0.7050534	407
		
 factory	-6.215432	407
		
 workers	-1.2556677	407
		
.	-1.3807881	407
		
The		408
		
 newspaper	-8.60248	408
		
 reported	-2.6180878	408
		
 what	-8.12894	408
		
 the	-2.4797747	408
		
 investigator	-6.600338	408
		
 thought	-5.7880325	408
		
 the	-3.6120994	408
		
 businessman	-8.1215725	408
		
 believed	-5.5580325	408
		
 the	-2.763022	408
		
 boss	-8.157221	408
		
 sold	-10.2581	408
		
 to	-2.7239828	408
		
 his	-2.5894275	408
		
 friend	-4.064286	408
		
.	-1.1031054	408
		
The		409
		
 newspaper	-8.602776	409
		
 reported	-2.6197822	409
		
 that	-0.42981002	409
		
 the	-1.3850132	409
		
 investigator	-8.5511675	409
		
 thought	-7.1938066	409
		
 the	-1.1219071	409
		
 businessman	-8.485539	409
		
 believed	-6.7545705	409
		
 the	-1.6725163	409
		
 boss	-9.604883	409
		
 sold	-8.981863	409
		
 to	-6.99094	409
		
 his	-3.4367733	409
		
 friend	-3.850012	409
		
.	-1.9408529	409
		
The		410
		
 newspaper	-8.602887	410
		
 reported	-2.620177	410
		
 what	-8.11538	410
		
 the	-2.4783878	410
		
 investigator	-6.599378	410
		
 thought	-5.797475	410
		
 the	-3.614093	410
		
 businessman	-8.122344	410
		
 believed	-5.5626683	410
		
 the	-2.7639418	410
		
 boss	-8.164397	410
		
 sold	-10.261742	410
		
 a	-5.0969844	410
		
 car	-3.818949	410
		
 to	-1.0525061	410
		
 his	-2.2531614	410
		
 friend	-3.2779922	410
		
.	-1.9895616	410
		
The		411
		
 newspaper	-8.602274	411
		
 reported	-2.6167543	411
		
 that	-0.42585137	411
		
 the	-1.3860762	411
		
 investigator	-8.558042	411
		
 thought	-7.189158	411
		
 the	-1.1182721	411
		
 businessman	-8.487367	411
		
 believed	-6.768859	411
		
 the	-1.6771963	411
		
 boss	-9.587725	411
		
 sold	-9.010762	411
		
 a	-4.1231203	411
		
 car	-3.6011043	411
		
 to	-1.1215324	411
		
 his	-1.5200917	411
		
 friend	-3.8218198	411
		
.	-1.9523218	411
		
Her		412
		
 friend	-5.9792576	412
		
 found	-6.7946405	412
		
 out	-2.694756	412
		
 what	-3.1699667	412
		
 my	-7.5850987	412
		
 friend	-2.6465173	412
		
 believes	-9.241775	412
		
 the	-5.551964	412
		
 professor	-8.214716	412
		
 said	-1.7878803	412
		
 the	-5.6842012	412
		
 visitor	-12.882429	412
		
 told	-3.2588444	412
		
 to	-7.7784953	412
		
 the	-1.5970111	412
		
 guests	-8.168468	412
		
.	-1.2409701	412
		
Her		413
		
 friend	-5.979026	413
		
 found	-6.795535	413
		
 out	-2.6880229	413
		
 that	-2.316571	413
		
 my	-5.9140344	413
		
 friend	-2.5141962	413
		
 believes	-9.654304	413
		
 the	-3.6880765	413
		
 professor	-9.967424	413
		
 said	-5.4697084	413
		
 the	-2.6501288	413
		
 visitor	-11.561075	413
		
 told	-6.646403	413
		
 to	-7.4711223	413
		
 the	-2.3365781	413
		
 guests	-8.4977455	413
		
.	-2.874428	413
		
Her		414
		
 friend	-5.978627	414
		
 found	-6.799223	414
		
 out	-2.697232	414
		
 what	-3.1698678	414
		
 my	-7.5790663	414
		
 friend	-2.6283195	414
		
 believes	-9.241836	414
		
 the	-5.547068	414
		
 professor	-8.185442	414
		
 said	-1.7921846	414
		
 the	-5.686251	414
		
 visitor	-12.867643	414
		
 told	-3.274167	414
		
 a	-5.922066	414
		
 story	-5.870218	414
		
 to	-2.7180464	414
		
 the	-1.2352052	414
		
 guests	-8.064766	414
		
.	-2.0882587	414
		
Her		415
		
 friend	-5.979026	415
		
 found	-6.798145	415
		
 out	-2.6989079	415
		
 that	-2.3083029	415
		
 my	-5.9111576	415
		
 friend	-2.5156233	415
		
 believes	-9.64987	415
		
 the	-3.6890883	415
		
 professor	-9.883069	415
		
 said	-5.466014	415
		
 the	-2.6490042	415
		
 visitor	-11.534245	415
		
 told	-6.627688	415
		
 a	-4.070313	415
		
 story	-2.679188	415
		
 to	-3.5181544	415
		
 the	-1.0472107	415
		
 guests	-8.89101	415
		
.	-1.9920372	415
		
I		416
		
 realized	-7.079898	416
		
 what	-3.9447103	416
		
 the	-3.1447425	416
		
 painter	-10.070346	416
		
 believed	-8.617972	416
		
 his	-5.052509	416
		
 rival	-9.221571	416
		
 suspected	-7.5166817	416
		
 the	-5.5031943	416
		
 suffering	-9.871753	416
		
 artist	-2.950508	416
		
 saw	-5.593823	416
		
 at	-5.354765	416
		
 the	-0.70591277	416
		
 museum	-6.338058	416
		
.	-1.4613409	416
		
I		417
		
 realized	-7.0789704	417
		
 that	-1.1175964	417
		
 the	-2.2356215	417
		
 painter	-9.957686	417
		
 believed	-8.231152	417
		
 his	-3.131212	417
		
 rival	-9.485723	417
		
 suspected	-9.385584	417
		
 the	-3.0721676	417
		
 suffering	-10.652049	417
		
 artist	-5.7266784	417
		
 saw	-7.753413	417
		
 at	-6.720575	417
		
 the	-1.3459246	417
		
 museum	-5.8418326	417
		
.	-1.3068242	417
		
I		418
		
 realized	-7.079803	418
		
 what	-3.9414256	418
		
 the	-3.1432605	418
		
 painter	-10.071633	418
		
 believed	-8.61979	418
		
 his	-5.0514426	418
		
 rival	-9.218931	418
		
 suspected	-7.507807	418
		
 the	-5.5062127	418
		
 suffering	-9.866968	418
		
 artist	-2.9481654	418
		
 saw	-5.5894303	418
		
 a	-4.3018665	418
		
 painting	-4.7097063	418
		
 at	-5.7957435	418
		
 the	-0.86851895	418
		
 museum	-3.5540824	418
		
.	-2.8282278	418
		
I		419
		
 realized	-7.07962	419
		
 that	-1.1177279	419
		
 the	-2.2352471	419
		
 painter	-9.955936	419
		
 believed	-8.239233	419
		
 his	-3.1293287	419
		
 rival	-9.490936	419
		
 suspected	-9.40387	419
		
 the	-3.070662	419
		
 suffering	-10.651926	419
		
 artist	-5.725606	419
		
 saw	-7.7355275	419
		
 a	-3.2951753	419
		
 painting	-5.320868	419
		
 at	-5.3239503	419
		
 the	-0.7438594	419
		
 museum	-3.4280653	419
		
.	-2.6012197	419
		
The		420
		
 novel	-8.123428	420
		
 revealed	-10.165129	420
		
 what	-4.802486	420
		
 our	-7.4235735	420
		
 friend	-6.117264	420
		
 thought	-5.140303	420
		
 the	-4.3075542	420
		
 reporter	-10.06852	420
		
 knows	-7.9654794	420
		
 the	-4.0407953	420
		
 young	-6.9306746	420
		
 politician	-6.890262	420
		
 said	-5.157281	420
		
 to	-2.0300078	420
		
 his	-1.9776958	420
		
 donors	-10.544865	420
		
.	-1.3851414	420
		
The		421
		
 novel	-8.123835	421
		
 revealed	-10.169198	421
		
 that	-1.4245573	421
		
 our	-7.8625464	421
		
 friend	-6.3072286	421
		
 thought	-9.279115	421
		
 the	-2.675721	421
		
 reporter	-9.43916	421
		
 knows	-9.250335	421
		
 the	-1.8145995	421
		
 young	-6.706696	421
		
 politician	-7.3924985	421
		
 said	-7.6319847	421
		
 to	-2.559472	421
		
 his	-3.6121635	421
		
 donors	-11.008877	421
		
.	-2.0905209	421
		
The		422
		
 novel	-8.123522	422
		
 revealed	-10.176897	422
		
 what	-4.80709	422
		
 our	-7.416839	422
		
 friend	-6.1130238	422
		
 thought	-5.127241	422
		
 the	-4.3106	422
		
 reporter	-10.075148	422
		
 knows	-7.962009	422
		
 the	-4.0423307	422
		
 young	-6.9233894	422
		
 politician	-6.8784018	422
		
 said	-5.166259	422
		
 something	-5.63662	422
		
 to	-2.4391305	422
		
 his	-2.653074	422
		
 donors	-11.281022	422
		
.	-1.744518	422
		
The		423
		
 novel	-8.123964	423
		
 revealed	-10.174402	423
		
 that	-1.4335797	423
		
 our	-7.8686175	423
		
 friend	-6.296628	423
		
 thought	-9.281619	423
		
 the	-2.6759753	423
		
 reporter	-9.436041	423
		
 knows	-9.259679	423
		
 the	-1.817603	423
		
 young	-6.701545	423
		
 politician	-7.3542905	423
		
 said	-7.618057	423
		
 something	-3.5631106	423
		
 to	-2.7226408	423
		
 his	-3.4120345	423
		
 donors	-11.947511	423
		
.	-1.5423602	423
		
We		424
		
 all	-5.225325	424
		
 know	-1.5345708	424
		
 what	-2.6129475	424
		
 my	-7.011205	424
		
 neighbor	-8.426378	424
		
 said	-3.8924181	424
		
 her	-8.995899	424
		
 associate	-12.689481	424
		
 knew	-7.971161	424
		
 the	-4.4947176	424
		
 young	-6.0072823	424
		
 professional	-7.590805	424
		
 assembled	-13.639537	424
		
 for	-3.1699796	424
		
 his	-2.7625093	424
		
 parents	-4.6632113	424
		
.	-1.2577908	424
		
We		425
		
 all	-5.224036	425
		
 know	-1.528951	425
		
 that	-1.0532553	425
		
 my	-7.2899885	425
		
 neighbor	-7.9484105	425
		
 said	-8.054524	425
		
 her	-5.677583	425
		
 associate	-12.015674	425
		
 knew	-6.0212607	425
		
 the	-2.7491477	425
		
 young	-5.4718294	425
		
 professional	-8.1292515	425
		
 assembled	-14.717827	425
		
 for	-5.1705294	425
		
 his	-3.678921	425
		
 parents	-4.5973186	425
		
.	-1.7941192	425
		
We		426
		
 all	-5.2248125	426
		
 know	-1.5349802	426
		
 what	-2.617782	426
		
 my	-7.002537	426
		
 neighbor	-8.416263	426
		
 said	-3.8958788	426
		
 her	-8.997582	426
		
 associate	-12.705765	426
		
 knew	-8.009934	426
		
 the	-4.4898734	426
		
 young	-6.0183296	426
		
 professional	-7.615815	426
		
 assembled	-13.627697	426
		
 the	-2.1659963	426
		
 bed	-3.5247939	426
		
 for	-3.597461	426
		
 his	-3.1904912	426
		
 parents	-3.9926229	426
		
.	-1.0676408	426
		
We		427
		
 all	-5.225007	427
		
 know	-1.5302957	427
		
 that	-1.053404	427
		
 my	-7.298316	427
		
 neighbor	-7.952747	427
		
 said	-8.054218	427
		
 her	-5.6778355	427
		
 associate	-12.02659	427
		
 knew	-6.015956	427
		
 the	-2.7662442	427
		
 young	-5.484534	427
		
 professional	-8.099577	427
		
 assembled	-14.725385	427
		
 the	-1.0262233	427
		
 bed	-3.852934	427
		
 for	-3.9285002	427
		
 his	-3.7368445	427
		
 parents	-4.4032106	427
		
.	-0.79766417	427
		
I		428
		
 know	-4.2627506	428
		
 what	-2.7901008	428
		
 their	-7.858502	428
		
 friend	-8.97125	428
		
 said	-2.434325	428
		
 the	-6.709716	428
		
 secretary	-10.559051	428
		
 believed	-8.844841	428
		
 the	-3.6387153	428
		
 elderly	-9.629586	428
		
 lady	-2.445037	428
		
 found	-7.1021576	428
		
 on	-3.2858272	428
		
 the	-0.4566554	428
		
 bus	-3.7027276	428
		
.	-2.8908727	428
		
I		429
		
 know	-4.262996	429
		
 that	-2.3922713	429
		
 their	-7.6162157	429
		
 friend	-7.723873	429
		
 said	-5.8617864	429
		
 the	-3.7619424	429
		
 secretary	-9.896577	429
		
 believed	-9.179574	429
		
 the	-2.278308	429
		
 elderly	-9.826	429
		
 lady	-2.9169402	429
		
 found	-7.5344405	429
		
 on	-3.7144969	429
		
 the	-0.46210665	429
		
 bus	-3.6733356	429
		
.	-3.572037	429
		
I		430
		
 know	-4.2623806	430
		
 what	-2.7915165	430
		
 their	-7.862988	430
		
 friend	-8.973475	430
		
 said	-2.4295197	430
		
 the	-6.704728	430
		
 secretary	-10.553414	430
		
 believed	-8.831222	430
		
 the	-3.6315804	430
		
 elderly	-9.637459	430
		
 lady	-2.436227	430
		
 found	-7.121832	430
		
 a	-3.0192704	430
		
 quarter	-7.0827184	430
		
 on	-1.6555518	430
		
 the	-0.17675172	430
		
 bus	-4.3934245	430
		
.	-1.6498535	430
		
I		431
		
 know	-4.262961	431
		
 that	-2.3907752	431
		
 their	-7.617151	431
		
 friend	-7.7260976	431
		
 said	-5.850085	431
		
 the	-3.7616942	431
		
 secretary	-9.900344	431
		
 believed	-9.200177	431
		
 the	-2.272412	431
		
 elderly	-9.824871	431
		
 lady	-2.9113991	431
		
 found	-7.5376062	431
		
 a	-2.8857398	431
		
 quarter	-6.909373	431
		
 on	-1.6222936	431
		
 the	-0.15219074	431
		
 bus	-4.1458473	431
		
.	-1.5491298	431
		
My		432
		
 friends	-4.577467	432
		
 all	-4.2516923	432
		
 know	-2.8009412	432
		
 what	-3.3947544	432
		
 her	-8.773646	432
		
 friend	-8.614809	432
		
 knew	-8.016986	432
		
 the	-6.6529393	432
		
 delivery	-12.77968	432
		
 man	-2.7553115	432
		
 believed	-9.506541	432
		
 the	-2.438212	432
		
 single	-8.357899	432
		
 mother	-1.6078808	432
		
 described	-9.58758	432
		
 to	-3.706814	432
		
 her	-1.9433799	432
		
 friends	-1.9388204	432
		
.	-2.6156118	432
		
My		433
		
 friends	-4.577918	433
		
 all	-4.26698	433
		
 know	-2.7937996	433
		
 that	-1.5857316	433
		
 her	-8.774522	433
		
 friend	-6.7073736	433
		
 knew	-7.672459	433
		
 the	-2.9935749	433
		
 delivery	-9.922237	433
		
 man	-1.7185552	433
		
 believed	-11.991389	433
		
 the	-2.549803	433
		
 single	-8.961934	433
		
