	sent_idx	word_idx	token	freq	surp
17412	1070	16	a	0.0229	5.143151355921266
17413	1070	17	car	0.000282	6.202228458913663
17414	1070	18	to	0.0269	1.8820647849259051
17415	1070	19	his	0.00324	2.4388372372295324
17416	1070	20	friend	0.000234	5.741595277726515
17417	1070	21	.	0.0	11.596227287143481
17418	1071	0	The	0.0537	0.0
17419	1071	1	newspaper	3.98e-05	13.51260521604098
17420	1071	2	reported	0.0001	4.112782174031162
17421	1071	3	that	0.0102	0.8149376655594245
17422	1071	4	the	0.0537	1.8739966729480377
17423	1071	5	investigator	6.76e-06	12.834619241148424
17424	1071	6	thought	0.000389	9.07826863670147
17425	1071	7	the	0.0537	1.6629524078823743
17426	1071	8	businessman	8.91e-06	13.335606305826879
17427	1071	9	believed	5.62e-05	10.794938069272785
17428	1071	10	the	0.0537	2.4450307582142727
17429	1071	11	banker	6.03e-06	11.506019213799966
17430	1071	12	said	0.00102	11.730879743037123
17431	1071	13	the	0.0537	2.946359601025218
17432	1071	14	boss	5.75e-05	12.096989209812232
17433	1071	15	sold	9.33e-05	13.180050447196491
17434	1071	16	a	0.0229	4.350885945836517
17435	1071	17	car	0.000282	6.046122924730203
17436	1071	18	to	0.0269	1.7101461603508044
17437	1071	19	his	0.00324	3.193739597510142
17438	1071	20	friend	0.000234	5.446576592817869
17439	1071	21	.	0.0	12.532299806207607
17440	1072	0	Her	0.002	0.0
17441	1072	1	friend	0.000234	9.428481456306185
17442	1072	2	found	0.000479	10.201583574318953
17443	1072	3	out	0.0024	3.0027661533754038
17444	1072	4	what	0.0024	5.789817537823759
17445	1072	5	my	0.00372	7.955093984327659
17446	1072	6	friend	0.000234	2.94045055944458
17447	1072	7	believes	2.69e-05	13.300403494329146
17448	1072	8	the	0.0537	7.025980749554899
17449	1072	9	professor	7.94e-05	13.23451215507994
17450	1072	10	said	0.00102	3.064763986372996
17451	1072	11	his	0.00324	11.175418382710546
17452	1072	12	colleague	9.55e-06	10.081235317834373
17453	1072	13	noticed	4.27e-05	13.737486451644525
17454	1072	14	the	0.0537	4.135793731301555
17455	1072	15	visitor	1.02e-05	13.849975409539171
17456	1072	16	told	0.000347	10.743781807599195
17457	1072	17	to	0.0269	7.554080882866839
17458	1072	18	the	0.0537	3.2478391761846104
17459	1072	19	guests	2.63e-05	11.969281008134127
17460	1072	20	.	0.0	10.060102047026332
17461	1073	0	Her	0.002	0.0
17462	1073	1	friend	0.000234	9.428481456306185
17463	1073	2	found	0.000479	10.201583574318953
17464	1073	3	out	0.0024	3.0027661533754038
17465	1073	4	that	0.0102	2.6625139297602556
17466	1073	5	my	0.00372	6.760476782055847
17467	1073	6	friend	0.000234	2.6619982997316196
17468	1073	7	believes	2.69e-05	13.873521415502292
17469	1073	8	the	0.0537	4.795722601705541
17470	1073	9	professor	7.94e-05	13.787042818383572
17471	1073	10	said	0.00102	8.165826034009445
17472	1073	11	his	0.00324	8.007718640627866
17473	1073	12	colleague	9.55e-06	10.754074685701736
17474	1073	13	noticed	4.27e-05	14.76539830178019
17475	1073	14	the	0.0537	2.4467821573206097
17476	1073	15	visitor	1.02e-05	14.065790201387244
17477	1073	16	told	0.000347	12.68097500190459
17478	1073	17	to	0.0269	8.594212684173934
17479	1073	18	the	0.0537	3.446884130057307
17480	1073	19	guests	2.63e-05	12.733866873300673
17481	1073	20	.	0.0	11.440590582111883
17482	1074	0	Her	0.002	0.0
17483	1074	1	friend	0.000234	9.428481456306185
17484	1074	2	found	0.000479	10.201583574318953
17485	1074	3	out	0.0024	3.0027661533754038
17486	1074	4	what	0.0024	5.789817537823759
17487	1074	5	my	0.00372	7.955093984327659
17488	1074	6	friend	0.000234	2.94045055944458
17489	1074	7	believes	2.69e-05	13.300403494329146
17490	1074	8	the	0.0537	7.025980749554899
17491	1074	9	professor	7.94e-05	13.23451215507994
17492	1074	10	said	0.00102	3.064763986372996
17493	1074	11	his	0.00324	11.175418382710546
17494	1074	12	colleague	9.55e-06	10.081235317834373
17495	1074	13	noticed	4.27e-05	13.737486451644525
17496	1074	14	the	0.0537	4.135793731301555
17497	1074	15	visitor	1.02e-05	13.849975409539171
17498	1074	16	told	0.000347	10.743781807599195
17499	1074	17	a	0.0229	5.389928134080815
17500	1074	18	story	0.000282	4.365587855886785
17501	1074	19	to	0.0269	4.404105725197191
17502	1074	20	the	0.0537	2.3765443399634543
17503	1074	21	guests	2.63e-05	10.202055835013859
17504	1074	22	.	0.0	10.00281810659543
17505	1075	0	Her	0.002	0.0
17506	1075	1	friend	0.000234	9.428481456306185
17507	1075	2	found	0.000479	10.201583574318953
17508	1075	3	out	0.0024	3.0027661533754038
17509	1075	4	that	0.0102	2.6625139297602556
17510	1075	5	my	0.00372	6.760476782055847
17511	1075	6	friend	0.000234	2.6619982997316196
17512	1075	7	believes	2.69e-05	13.873521415502292
17513	1075	8	the	0.0537	4.795722601705541
17514	1075	9	professor	7.94e-05	13.787042818383572
17515	1075	10	said	0.00102	8.165826034009445
17516	1075	11	his	0.00324	8.007718640627866
17517	1075	12	colleague	9.55e-06	10.754074685701736
17518	1075	13	noticed	4.27e-05	14.76539830178019
17519	1075	14	the	0.0537	2.4467821573206097
17520	1075	15	visitor	1.02e-05	14.065790201387244
17521	1075	16	told	0.000347	12.68097500190459
17522	1075	17	a	0.0229	4.509257436955516
17523	1075	18	story	0.000282	4.471732623477487
17524	1075	19	to	0.0269	4.419716816387439
17525	1075	20	the	0.0537	1.9883543727887518
17526	1075	21	guests	2.63e-05	10.53318094173131
17527	1075	22	.	0.0	10.732396750590851
17528	1076	0	I	0.0123	0.0
17529	1076	1	realized	3.89e-05	9.49638871519765
17530	1076	2	what	0.0024	5.852908759159056
17531	1076	3	the	0.0537	4.332057318439385
17532	1076	4	painter	8.51e-06	13.418739987842725
17533	1076	5	believed	5.62e-05	11.02253332088921
17534	1076	6	his	0.00324	6.821129271218295
17535	1076	7	rival	1.51e-05	14.190789252558151
17536	1076	8	suspected	1.41e-05	13.684406393929043
17537	1076	9	the	0.0537	7.928451385287935
17538	1076	10	colonel	2.57e-05	13.206201064297124
17539	1076	11	said	0.00102	7.807543577862137
17540	1076	12	the	0.0537	6.173118629070689
17541	1076	13	suffering	3.39e-05	14.971293463812215
17542	1076	14	artist	6.31e-05	6.4633202228117455
17543	1076	15	saw	0.000219	8.917174132796434
17544	1076	16	at	0.00501	7.825626824415643
17545	1076	17	the	0.0537	1.4625851183806038
17546	1076	18	museum	5.13e-05	8.35111648740788
17547	1076	19	.	0.0	9.795366770766746
17548	1077	0	I	0.0123	0.0
17549	1077	1	realized	3.89e-05	9.49638871519765
17550	1077	2	that	0.0102	1.322793620680143
17551	1077	3	the	0.0537	3.387045137056511
17552	1077	4	painter	8.51e-06	14.421435316339036
17553	1077	5	believed	5.62e-05	11.6792962530327
17554	1077	6	his	0.00324	4.919931338479878
17555	1077	7	rival	1.51e-05	13.147631846691374
17556	1077	8	suspected	1.41e-05	15.29282791681318
17557	1077	9	the	0.0537	3.923315839351964
17558	1077	10	colonel	2.57e-05	14.764149632724333
17559	1077	11	said	0.00102	14.717077872952917
17560	1077	12	the	0.0537	4.244673002609423
17561	1077	13	suffering	3.39e-05	15.405052310017677
17562	1077	14	artist	6.31e-05	5.947673416201967
17563	1077	15	saw	0.000219	9.353369770867944
17564	1077	16	at	0.00501	8.196339076672936
17565	1077	17	the	0.0537	1.2624263689331467
17566	1077	18	museum	5.13e-05	7.865023518550485
17567	1077	19	.	0.0	9.929734570454453
17568	1078	0	I	0.0123	0.0
17569	1078	1	realized	3.89e-05	9.49638871519765
17570	1078	2	what	0.0024	5.852908759159056
17571	1078	3	the	0.0537	4.332057318439385
17572	1078	4	painter	8.51e-06	13.418739987842725
17573	1078	5	believed	5.62e-05	11.02253332088921
17574	1078	6	his	0.00324	6.821129271218295
17575	1078	7	rival	1.51e-05	14.190789252558151
17576	1078	8	suspected	1.41e-05	13.684406393929043
17577	1078	9	the	0.0537	7.928451385287935
17578	1078	10	colonel	2.57e-05	13.206201064297124
17579	1078	11	said	0.00102	7.807543577862137
17580	1078	12	the	0.0537	6.173118629070689
17581	1078	13	suffering	3.39e-05	14.971293463812215
17582	1078	14	artist	6.31e-05	6.4633202228117455
17583	1078	15	saw	0.000219	8.917174132796434
17584	1078	16	a	0.0229	5.4052777789272195
17585	1078	17	painting	3.98e-05	6.785281721576441
17586	1078	18	at	0.00501	7.719316155063592
17587	1078	19	the	0.0537	1.2450710187653247
17588	1078	20	museum	5.13e-05	4.680720253092411
17589	1078	21	.	0.0	11.296994361338934
17590	1079	0	I	0.0123	0.0
17591	1079	1	realized	3.89e-05	9.49638871519765
17592	1079	2	that	0.0102	1.322793620680143
17593	1079	3	the	0.0537	3.387045137056511
17594	1079	4	painter	8.51e-06	14.421435316339036
17595	1079	5	believed	5.62e-05	11.6792962530327
17596	1079	6	his	0.00324	4.919931338479878
17597	1079	7	rival	1.51e-05	13.147631846691374
17598	1079	8	suspected	1.41e-05	15.29282791681318
17599	1079	9	the	0.0537	3.923315839351964
17600	1079	10	colonel	2.57e-05	14.764149632724333
17601	1079	11	said	0.00102	14.717077872952917
17602	1079	12	the	0.0537	4.244673002609423
17603	1079	13	suffering	3.39e-05	15.405052310017677
17604	1079	14	artist	6.31e-05	5.947673416201967
17605	1079	15	saw	0.000219	9.353369770867944
17606	1079	16	a	0.0229	3.845537244830566
17607	1079	17	painting	3.98e-05	6.565481336430973
17608	1079	18	at	0.00501	7.30083711673633
17609	1079	19	the	0.0537	1.068162934047533
17610	1079	20	museum	5.13e-05	4.754652576867414
17611	1079	21	.	0.0	10.381027359058784
17612	1080	0	The	0.0537	0.0
17613	1080	1	novel	4.27e-05	11.2949659842327
17614	1080	2	revealed	4.47e-05	13.178115685781101
17615	1080	3	what	0.0024	6.924613723495154
17616	1080	4	our	0.00138	8.902754039168732
17617	1080	5	friend	0.000234	9.539261030199238
17618	1080	6	thought	0.000389	6.307391734272778
17619	1080	7	the	0.0537	6.227910993697198
17620	1080	8	reporter	2.24e-05	14.203548580874305
17621	1080	9	knows	0.000117	12.579852283369563
17622	1080	10	her	0.002	11.37356271263958
17623	1080	11	contact	9.77e-05	13.761479948068633
17624	1080	12	said	0.00102	6.8335314773678295
17625	1080	13	the	0.0537	5.474429847429339
17626	1080	14	young	0.000269	9.902381739024378
17627	1080	15	politician	1.45e-05	9.828976256828286
17628	1080	16	said	0.00102	3.870649056420858
17629	1080	17	to	0.0269	3.3614252153002493
17630	1080	18	his	0.00324	2.999186579433333
17631	1080	19	donors	6.76e-06	10.03915379759408
17632	1080	20	.	0.0	9.1431337881536
17633	1081	0	The	0.0537	0.0
17634	1081	1	novel	4.27e-05	11.2949659842327
17635	1081	2	revealed	4.47e-05	13.178115685781101
17636	1081	3	that	0.0102	2.8197690892464364
17637	1081	4	our	0.00138	9.564708584749138
17638	1081	5	friend	0.000234	8.509153406697754
17639	1081	6	thought	0.000389	12.0935007523928
17640	1081	7	the	0.0537	3.835018826669097
17641	1081	8	reporter	2.24e-05	12.581656394881259
17642	1081	9	knows	0.000117	15.443121191742259
17643	1081	10	her	0.002	5.170796012482325
17644	1081	11	contact	9.77e-05	12.335833564281899
17645	1081	12	said	0.00102	13.397569005961088
17646	1081	13	the	0.0537	4.0919572597735945
17647	1081	14	young	0.000269	9.813523154998402
17648	1081	15	politician	1.45e-05	11.31961214458782
17649	1081	16	said	0.00102	7.102217679233576
17650	1081	17	to	0.0269	4.914226085858258
17651	1081	18	his	0.00324	4.917439172913415
17652	1081	19	donors	6.76e-06	10.601376165416353
17653	1081	20	.	0.0	9.931524453488588
17654	1082	0	The	0.0537	0.0
17655	1082	1	novel	4.27e-05	11.2949659842327
17656	1082	2	revealed	4.47e-05	13.178115685781101
17657	1082	3	what	0.0024	6.924613723495154
17658	1082	4	our	0.00138	8.902754039168732
17659	1082	5	friend	0.000234	9.539261030199238
17660	1082	6	thought	0.000389	6.307391734272778
17661	1082	7	the	0.0537	6.227910993697198
17662	1082	8	reporter	2.24e-05	14.203548580874305
17663	1082	9	knows	0.000117	12.579852283369563
17664	1082	10	her	0.002	11.37356271263958
17665	1082	11	contact	9.77e-05	13.761479948068633
17666	1082	12	said	0.00102	6.8335314773678295
17667	1082	13	the	0.0537	5.474429847429339
17668	1082	14	young	0.000269	9.902381739024378
17669	1082	15	politician	1.45e-05	9.828976256828286
17670	1082	16	said	0.00102	3.870649056420858
17671	1082	17	something	0.000646	7.3802469309221115
17672	1082	18	to	0.0269	3.5514141857261103
17673	1082	19	his	0.00324	5.00591532893903
17674	1082	20	donors	6.76e-06	10.08705713973295
17675	1082	21	.	0.0	9.805951667350561
17676	1083	0	The	0.0537	0.0
17677	1083	1	novel	4.27e-05	11.2949659842327
17678	1083	2	revealed	4.47e-05	13.178115685781101
17679	1083	3	that	0.0102	2.8197690892464364
17680	1083	4	our	0.00138	9.564708584749138
17681	1083	5	friend	0.000234	8.509153406697754
17682	1083	6	thought	0.000389	12.0935007523928
17683	1083	7	the	0.0537	3.835018826669097
17684	1083	8	reporter	2.24e-05	12.581656394881259
17685	1083	9	knows	0.000117	15.443121191742259
17686	1083	10	her	0.002	5.170796012482325
17687	1083	11	contact	9.77e-05	12.335833564281899
17688	1083	12	said	0.00102	13.397569005961088
17689	1083	13	the	0.0537	4.0919572597735945
17690	1083	14	young	0.000269	9.813523154998402
17691	1083	15	politician	1.45e-05	11.31961214458782
17692	1083	16	said	0.00102	7.102217679233576
17693	1083	17	something	0.000646	4.125567342866569
17694	1083	18	to	0.0269	3.6760593239214243
17695	1083	19	his	0.00324	5.171231865901626
17696	1083	20	donors	6.76e-06	10.574818046726076
17697	1083	21	.	0.0	9.653259180956487
17698	1084	0	We	0.00347	0.0
17699	1084	1	all	0.00331	8.03300502533965
17700	1084	2	know	0.00126	2.2986553548862183
17701	1084	3	what	0.0024	4.001987251719113
17702	1084	4	my	0.00372	10.609518226152096
17703	1084	5	neighbor	1.29e-05	12.500986863261856
17704	1084	6	said	0.00102	4.684254080905329
17705	1084	7	her	0.002	12.240627036279582
17706	1084	8	associate	2.45e-05	14.756929477734246
17707	1084	9	knew	0.000158	10.145444122630387
17708	1084	10	a	0.0229	5.771195251631717
17709	1084	11	mutual	1.82e-05	10.766506010895876
17710	1084	12	friend	0.000234	0.9901951261081581
17711	1084	13	stated	5.5e-05	10.300008458876926
17712	1084	14	the	0.0537	4.972257133913881
17713	1084	15	young	0.000269	9.769771795573767
17714	1084	16	professional	0.000112	10.073546998728256
17715	1084	17	assembled	9.12e-06	17.678410705582653
17716	1084	18	for	0.0102	4.794240302900499
17717	1084	19	his	0.00324	4.721978544622875
17718	1084	20	parents	0.000162	9.567450326315532
17719	1084	21	.	0.0	10.938222088766837
17720	1085	0	We	0.00347	0.0
17721	1085	1	all	0.00331	8.03300502533965
17722	1085	2	know	0.00126	2.2986553548862183
17723	1085	3	that	0.0102	1.3964156459185908
17724	1085	4	my	0.00372	10.192697951291928
17725	1085	5	neighbor	1.29e-05	10.873670479596344
17726	1085	6	said	0.00102	10.308973770617884
17727	1085	7	her	0.002	7.766314941603222
17728	1085	8	associate	2.45e-05	15.445783322869495
17729	1085	9	knew	0.000158	9.214597222723702
17730	1085	10	a	0.0229	1.6445621954165786
17731	1085	11	mutual	1.82e-05	10.531055496488875
17732	1085	12	friend	0.000234	0.8779613212828058
17733	1085	13	stated	5.5e-05	18.026980085891093
17734	1085	14	the	0.0537	4.187782634371052
17735	1085	15	young	0.000269	10.735936014864777
17736	1085	16	professional	0.000112	10.053859660409028
17737	1085	17	assembled	9.12e-06	17.634850310776386
17738	1085	18	for	0.0102	6.0476743866277385
17739	1085	19	his	0.00324	5.3927545829125645
17740	1085	20	parents	0.000162	8.880302263498711
17741	1085	21	.	0.0	11.539242910388234
17742	1086	0	We	0.00347	0.0
17743	1086	1	all	0.00331	8.03300502533965
17744	1086	2	know	0.00126	2.2986553548862183
17745	1086	3	what	0.0024	4.001987251719113
17746	1086	4	my	0.00372	10.609518226152096
17747	1086	5	neighbor	1.29e-05	12.500986863261856
17748	1086	6	said	0.00102	4.684254080905329
17749	1086	7	her	0.002	12.240627036279582
17750	1086	8	associate	2.45e-05	14.756929477734246
17751	1086	9	knew	0.000158	10.145444122630387
17752	1086	10	a	0.0229	5.771195251631717
17753	1086	11	mutual	1.82e-05	10.766506010895876
17754	1086	12	friend	0.000234	0.9901951261081581
17755	1086	13	stated	5.5e-05	10.300008458876926
17756	1086	14	the	0.0537	4.972257133913881
17757	1086	15	young	0.000269	9.769771795573767
17758	1086	16	professional	0.000112	10.073546998728256
17759	1086	17	assembled	9.12e-06	17.678410705582653
17760	1086	18	the	0.0537	4.742420089077535
17761	1086	19	bed	0.000117	9.30495983369169
17762	1086	20	for	0.0102	5.752761740400627
17763	1086	21	his	0.00324	2.9280141481922133
17764	1086	22	parents	0.000162	7.205900591642493
17765	1086	23	.	0.0	9.88819189189817
17766	1087	0	We	0.00347	0.0
17767	1087	1	all	0.00331	8.03300502533965
17768	1087	2	know	0.00126	2.2986553548862183
17769	1087	3	that	0.0102	1.3964156459185908
17770	1087	4	my	0.00372	10.192697951291928
17771	1087	5	neighbor	1.29e-05	10.873670479596344
17772	1087	6	said	0.00102	10.308973770617884
17773	1087	7	her	0.002	7.766314941603222
17774	1087	8	associate	2.45e-05	15.445783322869495
17775	1087	9	knew	0.000158	9.214597222723702
17776	1087	10	a	0.0229	1.6445621954165786
17777	1087	11	mutual	1.82e-05	10.531055496488875
17778	1087	12	friend	0.000234	0.8779613212828058
17779	1087	13	stated	5.5e-05	18.026980085891093
17780	1087	14	the	0.0537	4.187782634371052
17781	1087	15	young	0.000269	10.735936014864777
17782	1087	16	professional	0.000112	10.053859660409028
17783	1087	17	assembled	9.12e-06	17.634850310776386
17784	1087	18	the	0.0537	3.3821008994010704
17785	1087	19	bed	0.000117	8.512869732535478
17786	1087	20	for	0.0102	5.715202581252015
17787	1087	21	his	0.00324	2.887388529516814
17788	1087	22	parents	0.000162	7.52445518256159
17789	1087	23	.	0.0	10.259847340965685
17790	1088	0	I	0.0123	0.0
17791	1088	1	know	0.00126	6.479259162376662
17792	1088	2	what	0.0024	4.710602455198243
17793	1088	3	their	0.00214	9.35374311481173
17794	1088	4	friend	0.000234	11.81345182359362
17795	1088	5	said	0.00102	4.811351546661498
17796	1088	6	the	0.0537	9.312745430806807
17797	1088	7	secretary	8.91e-05	14.398114189222674
17798	1088	8	believed	5.62e-05	11.93841620512813
17799	1088	9	the	0.0537	6.016401216839933
17800	1088	10	worker	2.69e-05	10.404207570487904
17801	1088	11	thinks	6.03e-05	13.666576277194341
17802	1088	12	the	0.0537	3.253009808680475
17803	1088	13	elderly	1.41e-05	12.820426856904863
17804	1088	14	lady	8.91e-05	4.171018763404932
17805	1088	15	found	0.000479	10.118281825762825
17806	1088	16	on	0.00813	6.261276129591906
17807	1088	17	the	0.0537	0.46350506532469055
17808	1088	18	bus	6.76e-05	5.9027085413815525
17809	1088	19	.	0.0	9.664216449645695
17810	1089	0	I	0.0123	0.0
17811	1089	1	know	0.00126	6.479259162376662
17812	1089	2	that	0.0102	2.822054052333537
17813	1089	3	their	0.00214	9.62001225099932
17814	1089	4	friend	0.000234	9.68674535047887
17815	1089	5	said	0.00102	9.524441576826161
17816	1089	6	the	0.0537	4.820182611676676
17817	1089	7	secretary	8.91e-05	14.677490170709676
17818	1089	8	believed	5.62e-05	13.06814670683989
17819	1089	9	the	0.0537	3.3403131499112457
17820	1089	10	worker	2.69e-05	9.874000928131235
17821	1089	11	thinks	6.03e-05	16.103939733319
17822	1089	12	the	0.0537	3.1977706067453906
17823	1089	13	elderly	1.41e-05	11.505004998428168
17824	1089	14	lady	8.91e-05	4.443449743038008
17825	1089	15	found	0.000479	11.422842047556298
17826	1089	16	on	0.00813	8.800448062083063
17827	1089	17	the	0.0537	0.4392526082132525
17828	1089	18	bus	6.76e-05	7.3154108077365905
17829	1089	19	.	0.0	12.69486631762811
17830	1090	0	I	0.0123	0.0
17831	1090	1	know	0.00126	6.479259162376662
17832	1090	2	what	0.0024	4.710602455198243
17833	1090	3	their	0.00214	9.35374311481173
17834	1090	4	friend	0.000234	11.81345182359362
17835	1090	5	said	0.00102	4.811351546661498
17836	1090	6	the	0.0537	9.312745430806807
17837	1090	7	secretary	8.91e-05	14.398114189222674
17838	1090	8	believed	5.62e-05	11.93841620512813
17839	1090	9	the	0.0537	6.016401216839933
17840	1090	10	worker	2.69e-05	10.404207570487904
17841	1090	11	thinks	6.03e-05	13.666576277194341
17842	1090	12	the	0.0537	3.253009808680475
17843	1090	13	elderly	1.41e-05	12.820426856904863
17844	1090	14	lady	8.91e-05	4.171018763404932
17845	1090	15	found	0.000479	10.118281825762825
17846	1090	16	a	0.0229	3.87242610706639
17847	1090	17	quarter	5.25e-05	9.508236551456887
17848	1090	18	on	0.00813	2.6766551887277985
17849	1090	19	the	0.0537	0.15412992642580806
17850	1090	20	bus	6.76e-05	6.353260576687628
17851	1090	21	.	0.0	9.534207434569053
17852	1091	0	I	0.0123	0.0
17853	1091	1	know	0.00126	6.479259162376662
17854	1091	2	that	0.0102	2.822054052333537
17855	1091	3	their	0.00214	9.62001225099932
17856	1091	4	friend	0.000234	9.68674535047887
17857	1091	5	said	0.00102	9.524441576826161
17858	1091	6	the	0.0537	4.820182611676676
17859	1091	7	secretary	8.91e-05	14.677490170709676
17860	1091	8	believed	5.62e-05	13.06814670683989
17861	1091	9	the	0.0537	3.3403131499112457
17862	1091	10	worker	2.69e-05	9.874000928131235
17863	1091	11	thinks	6.03e-05	16.103939733319
17864	1091	12	the	0.0537	3.1977706067453906
17865	1091	13	elderly	1.41e-05	11.505004998428168
17866	1091	14	lady	8.91e-05	4.443449743038008
17867	1091	15	found	0.000479	11.422842047556298
17868	1091	16	a	0.0229	2.9602791954142043
17869	1091	17	quarter	5.25e-05	9.564962221508315
17870	1091	18	on	0.00813	2.540263472710906
17871	1091	19	the	0.0537	0.1332902424728301
17872	1091	20	bus	6.76e-05	6.913848221622757
17873	1091	21	.	0.0	11.385539067840721
17874	1092	0	My	0.00372	0.0
17875	1092	1	friends	0.000269	7.07975792199358
17876	1092	2	all	0.00331	6.953960288880357
17877	1092	3	know	0.00126	3.8164715303346233
17878	1092	4	what	0.0024	5.024873354841725
17879	1092	5	her	0.002	11.293588403497855
17880	1092	6	friend	0.000234	11.687569574993953
17881	1092	7	knew	0.000158	13.05334917044736
17882	1092	8	the	0.0537	8.175688371835118
17883	1092	9	delivery	3.89e-05	16.43624710335103
17884	1092	10	man	0.000661	4.783150847230651
17885	1092	11	believed	5.62e-05	12.502890672124357
17886	1092	12	the	0.0537	4.380837223049429
17887	1092	13	cop	2.34e-05	10.791594305359702
17888	1092	14	believes	2.69e-05	9.977301027633017
17889	1092	15	the	0.0537	2.0717065465193536
17890	1092	16	single	0.000257	12.906409962671695
17891	1092	17	mother	0.000174	2.164784386851368
17892	1092	18	described	0.0001	13.467942458420499
17893	1092	19	to	0.0269	3.9505150144618946
17894	1092	20	her	0.002	2.746454717784794
17895	1092	21	friends	0.000269	2.8762178506992613
17896	1092	22	.	0.0	9.644879478528075
17897	1093	0	My	0.00372	0.0
17898	1093	1	friends	0.000269	7.07975792199358
17899	1093	2	all	0.00331	6.953960288880357
17900	1093	3	know	0.00126	3.8164715303346233
17901	1093	4	that	0.0102	1.860448959853429
17902	1093	5	her	0.002	11.97924110569552
17903	1093	6	friend	0.000234	10.249743938703304
17904	1093	7	knew	0.000158	12.45719931343237
17905	1093	8	the	0.0537	3.9372663889479584
17906	1093	9	delivery	3.89e-05	15.030771064201923
17907	1093	10	man	0.000661	3.5746319454814803
17908	1093	11	believed	5.62e-05	19.105243284598558
17909	1093	12	the	0.0537	4.1405197159303775
17910	1093	13	cop	2.34e-05	11.361032096973643
17911	1093	14	believes	2.69e-05	14.767130985654
17912	1093	15	the	0.0537	1.7870816947155448
17913	1093	16	single	0.000257	12.343828958556783
17914	1093	17	mother	0.000174	2.0660484445810585
17915	1093	18	described	0.0001	14.606219141316801
17916	1093	19	to	0.0269	5.260237104347381
17917	1093	20	her	0.002	2.6723390898759893
17918	1093	21	friends	0.000269	4.842244922908273
17919	1093	22	.	0.0	9.815500982933479
17920	1094	0	My	0.00372	0.0
17921	1094	1	friends	0.000269	7.07975792199358
17922	1094	2	all	0.00331	6.953960288880357
17923	1094	3	know	0.00126	3.8164715303346233
17924	1094	4	what	0.0024	5.024873354841725
17925	1094	5	her	0.002	11.293588403497855
17926	1094	6	friend	0.000234	11.687569574993953
17927	1094	7	knew	0.000158	13.05334917044736
17928	1094	8	the	0.0537	8.175688371835118
17929	1094	9	delivery	3.89e-05	16.43624710335103
17930	1094	10	man	0.000661	4.783150847230651
17931	1094	11	believed	5.62e-05	12.502890672124357
17932	1094	12	the	0.0537	4.380837223049429
17933	1094	13	cop	2.34e-05	10.791594305359702
17934	1094	14	believes	2.69e-05	9.977301027633017
17935	1094	15	the	0.0537	2.0717065465193536
17936	1094	16	single	0.000257	12.906409962671695
17937	1094	17	mother	0.000174	2.164784386851368
17938	1094	18	described	0.0001	13.467942458420499
17939	1094	19	her	0.002	3.217425937261398
17940	1094	20	woes	2.34e-06	14.553868776939566
17941	1094	21	to	0.0269	1.3598683922956312
17942	1094	22	her	0.002	2.114311538611439
17943	1094	23	friends	0.000269	3.6682755379714016
17944	1094	24	.	0.0	10.102363066935371
17945	1095	0	My	0.00372	0.0
17946	1095	1	friends	0.000269	7.07975792199358
17947	1095	2	all	0.00331	6.953960288880357
17948	1095	3	know	0.00126	3.8164715303346233
17949	1095	4	that	0.0102	1.860448959853429
17950	1095	5	her	0.002	11.97924110569552
17951	1095	6	friend	0.000234	10.249743938703304
17952	1095	7	knew	0.000158	12.45719931343237
17953	1095	8	the	0.0537	3.9372663889479584
17954	1095	9	delivery	3.89e-05	15.030771064201923
17955	1095	10	man	0.000661	3.5746319454814803
17956	1095	11	believed	5.62e-05	19.105243284598558
17957	1095	12	the	0.0537	4.1405197159303775
17958	1095	13	cop	2.34e-05	11.361032096973643
17959	1095	14	believes	2.69e-05	14.767130985654
17960	1095	15	the	0.0537	1.7870816947155448
17961	1095	16	single	0.000257	12.343828958556783
17962	1095	17	mother	0.000174	2.0660484445810585
17963	1095	18	described	0.0001	14.606219141316801
17964	1095	19	her	0.002	3.056077121468756
17965	1095	20	woes	2.34e-06	14.248364906550432
17966	1095	21	to	0.0269	2.075352473283984
17967	1095	22	her	0.002	1.8512367047158422
17968	1095	23	friends	0.000269	3.760881520189357
17969	1095	24	.	0.0	9.438024677730454
17970	1096	0	The	0.0537	0.0
17971	1096	1	visitor	1.02e-05	13.58438870873529
17972	1096	2	said	0.00102	9.541997608238843
17973	1096	3	who	0.00219	12.634223964271587
17974	1096	4	my	0.00372	11.263221741499466
17975	1096	5	friend	0.000234	5.373299595878488
17976	1096	6	said	0.00102	8.46190380415845
17977	1096	7	her	0.002	9.64421743081066
17978	1096	8	mother	0.000174	5.259904177046005
17979	1096	9	knew	0.000158	5.293422410743118
17980	1096	10	the	0.0537	6.3961284117989
17981	1096	11	minister	0.00011	8.289838467219345
17982	1096	12	stated	5.5e-05	17.37191239852898
17983	1096	13	the	0.0537	4.017669340262211
17984	1096	14	human	0.000224	13.95920093701182
17985	1096	15	resources	8.13e-05	5.452087732500303
17986	1096	16	officer	0.000107	5.43664124526954
17987	1096	17	talked	4.17e-05	10.94200761641458
17988	1096	18	with	0.00708	3.813982359778007
17989	1096	19	in	0.0186	7.9294589094965655
17990	1096	20	her	0.002	5.664485473851427
17991	1096	21	office	0.000251	2.6099433807819046
17992	1096	22	.	0.0	10.009922444261047
17993	1097	0	The	0.0537	0.0
